FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName,Carbs,Calories,Fats,Fibre,Protein,Sugars
2645,2645,12,3,"Seeds, pumpkin and squash seeds, whole, roasted","Graines, citrouille et courge, graines, entières, rôties",1985-01-01,,12163.0,Cucurbita spp.,53.75,446.0,19.4,18.4,18.55,
2650,2650,13,0,"Beef, brain, raw","Boeuf, cervelle, crue",1988-01-01,,13318.0,,1.05,143.0,10.3,0.0,10.86,0.0
2651,2651,13,0,"Beef, brain, pan-fried","Boeuf, cervelle, sauté",1988-01-01,,13319.0,,0.0,196.0,15.83,0.0,12.57,0.0
2652,2652,13,0,"Beef, brain, simmered","Boeuf, cervelle, mijoté",1988-01-01,,13320.0,,1.48,151.0,10.53,0.0,11.67,0.0
2653,2653,13,0,"Beef, heart, raw","Boeuf, coeur, cru",1988-01-01,,13321.0,,0.14,112.0,3.94,0.0,17.72,0.0
2654,2654,13,0,"Beef, heart, simmered","Boeuf, coeur, mijoté",1988-01-01,,13322.0,,0.15,165.0,4.73,0.0,28.48,0.0
2655,2655,13,0,"Beef, kidney, simmered","Boeuf, rognon, mijoté",1988-01-01,,13324.0,,0.0,159.0,4.65,0.0,27.27,0.0
2656,2656,13,0,"Beef, liver, braised","Boeuf, foie, braisé",1990-01-01,,13326.0,,5.13,192.0,5.26,0.0,29.08,0.0
2657,2657,13,0,"Beef, liver, pan-fried","Boeuf, foie, sauté",1990-01-01,,13327.0,,5.16,176.0,4.68,0.0,26.52,0.0
2658,2658,13,0,"Beef, lungs, raw","Boeuf, poumon, cru",1988-01-01,,13328.0,,0.0,92.0,2.5,0.0,16.2,0.0
2659,2659,13,0,"Beef, lungs, braised","Boeuf, poumons, braisé",1988-01-01,,13329.0,,0.0,120.0,3.7,0.0,20.4,0.0
2660,2660,13,0,"Beef, mechanically deboned, raw","Boeuf, désossé mécaniquement, cru",1988-01-01,,13330.0,,0.0,276.0,23.52,0.0,14.97,0.0
2661,2661,13,0,"Beef, pancreas, raw","Boeuf, pancréas, cru",1988-01-01,,13331.0,,0.0,235.0,18.6,0.0,15.7,0.0
2662,2662,13,0,"Beef, pancreas, braised","Boeuf, pancréas, braisé",1988-01-01,,13332.0,,0.0,271.0,17.2,0.0,27.1,0.0
2663,2663,13,0,"Beef, spleen, raw","Boeuf, rate, cru",1988-01-01,,13333.0,,0.0,105.0,3.0,0.0,18.3,0.0
2664,2664,13,0,"Beef, spleen, braised","Boeuf, rate, braisé",1988-01-01,,13334.0,,0.0,145.0,4.2,0.0,25.1,0.0
2665,2665,13,0,"Beef, suet, raw","Boeuf, graisse de rognons (suif), cru",1988-01-01,,13335.0,,0.0,854.0,94.0,0.0,1.5,0.0
2666,2666,13,0,"Beef, thymus, raw","Boeuf, thymus, cru",1988-01-01,,13337.0,,0.0,236.0,20.35,0.0,12.18,0.0
2667,2667,13,0,"Beef, thymus, braised","Boeuf, thymus, braisé",1988-01-01,,13338.0,,0.0,319.0,24.98,0.0,21.85,0.0
2668,2668,13,0,"Beef, tongue, raw","Boeuf, langue, cru",1988-01-01,,13339.0,,3.68,224.0,16.09,0.0,14.9,0.0
2669,2669,13,0,"Beef, tongue, simmered","Boeuf, langue, mijoté",1988-01-01,,13340.0,,0.0,284.0,22.3,0.0,19.29,0.0
2670,2670,13,0,"Beef, tripe, raw","Boeuf, tripe, cru",1988-01-01,,13341.0,,0.0,85.0,3.69,0.0,12.07,0.0
2676,2676,13,0,"Beef, brisket, lean, 0mm (0"") trim, raw","Boeuf, pointe de poitrine, maigre, 0mm (0"") paré, cru",1990-01-01,,13023.0,,0.0,155.0,7.37,0.0,20.72,0.0
2683,2683,13,1,"Beef, ground, lean, raw","Boeuf, haché, maigre, cru",1988-01-01,1999-03-01,13295.0,,0.0,207.0,13.68,0.0,19.58,0.0
2685,2685,13,1,"Beef, ground, lean, loaf, baked","Boeuf, haché, maigre, cuit au four, degré de cuisson: bien cuit",1988-01-01,,23571.0,,0.0,233.0,14.36,0.0,25.93,0.0
2687,2687,13,0,"Beef, ground, lean, broiled","Boeuf, haché, maigre, grillé",1988-01-01,1999-03-01,23568.0,,0.0,250.0,15.41,0.0,25.93,0.0
2689,2689,13,23,"Beef, ground, lean, patty, pan-fried","Boeuf, haché, maigre, galette, sauté",1988-01-01,1999-03-01,23569.0,,0.0,259.0,14.7,0.0,29.65,0.0
2690,2690,13,1,"Beef, ground, medium, raw","Boeuf, haché, mi-maigre, cru",1988-01-01,1999-03-01,23572.0,,0.0,226.0,16.1,0.0,18.9,0.0
2692,2692,13,1,"Beef, ground, medium, baked","Boeuf, haché, mi-maigre, cuit au four",1988-01-01,,23576.0,,0.0,254.0,16.17,0.0,25.25,0.0
2694,2694,13,0,"Beef, ground, medium, broiled","Boeuf, haché, mi-maigre, grillé",1988-01-01,1999-03-01,23573.0,,0.0,270.0,17.78,0.0,25.75,0.0
2696,2696,13,23,"Beef, ground, medium, patty, pan-fried","Boeuf, haché, mi-maigre, galette, sauté",1988-01-01,1999-03-01,23574.0,,0.0,278.0,16.73,0.0,29.83,0.0
2698,2698,13,1,"Beef, ground, regular","Boeuf, haché, régulier",1988-01-01,,23581.0,,0.0,317.0,21.47,0.0,28.8,0.0
2700,2700,13,24,"Beef, ground, regular, broiled","Boeuf, haché, régulier, grillé",1988-01-01,1999-03-01,23578.0,,0.0,304.0,21.68,0.0,25.41,0.0
2702,2702,13,1,"Beef, ground, regular, patty, pan-fried","Boeuf, haché, régulier, galette, sauté",1988-01-01,1999-03-01,23579.0,,0.0,297.0,19.18,0.0,29.03,0.0
2704,2704,13,1,"Beef, ground, patty, frozen, broiled","Boeuf, haché, galette, congelé, grillé",1988-01-01,,13317.0,,0.0,296.0,21.83,0.0,23.05,0.0
2705,2705,13,0,"Beef, cured, breakfast strips, raw or unheated","Boeuf, salé, tranches à déjeuner, cru ou non réchauffé",1988-01-01,,13344.0,,0.7,406.0,38.8,0.0,12.5,0.0
2706,2706,13,0,"Beef, cured, breakfast strips, cooked","Boeuf, salé, tranches à déjeuner, cuit",1990-01-01,,13345.0,,1.4,449.0,34.4,0.0,31.3,0.0
2707,2707,13,0,"Beef, cured, dried beef","Boeuf, salé, boeuf déshydraté",1988-01-01,,13350.0,,2.76,153.0,1.94,0.0,31.1,2.7
2708,2708,7,1,"Deli meat, beef, cured, jellied","Viande froide, boeuf, salé, en gelée",1990-01-01,,13353.0,,0.0,111.0,3.3,0.0,19.0,0.0
2712,2712,13,0,"Beef, brisket, lean and fat, 0mm (0"") trim, braised","Boeuf, pointe de poitrine, maigre et gras, 0mm (0"") paré, braisé",1990-01-01,,13367.0,,0.0,291.0,19.52,0.0,26.79,0.0
2713,2713,13,0,"Beef, brisket, lean, 0mm (0"") trim, braised","Boeuf, pointe de poitrine, maigre, 0mm (0"") paré, braisé",1990-01-01,,13368.0,,0.0,218.0,10.08,0.0,29.75,0.0
2786,2786,13,1,"Beef, ground, regular, raw","Boeuf, haché, régulier, cru",1988-01-01,1999-03-01,13309.0,,0.0,293.0,24.7,0.0,16.55,0.0
2787,2787,13,0,"Beef, kidneys, raw","Boeuf, rognon de, cru",1988-01-01,,13323.0,,0.29,99.0,3.09,0.0,17.4,0.0
2788,2788,13,0,"Beef, liver, raw","Boeuf, foie de, cru",1990-01-01,,13325.0,,3.89,135.0,3.63,0.0,20.36,0.0
2789,2789,13,23,"Beef, cured, corned beef, brisket, raw","Boeuf, salé, ""corned beef"", pointe de poitrine, cru",1996-01-01,,13346.0,,0.2,198.0,10.0,0.0,13.75,0.0
2790,2790,13,23,"Beef, cured, corned beef, brisket, cooked","Boeuf, salé, ""corned beef"", pointe de poitrine, cuit",1996-01-01,,13347.0,,1.03,251.0,10.58,0.0,18.85,0.0
2791,2791,13,23,"Beef, cured, corned beef, canned","Boeuf, salé, ""corned beef"", conserve",1990-01-01,,13348.0,,0.0,250.0,14.93,0.0,27.1,0.0
2792,2792,7,23,"Deli-meat, pastrami, beef, sliced","Charcuterie, pastrami, boeuf, tranché",1996-01-01,,13355.0,,0.36,147.0,5.84,0.0,17.78,0.1
2797,2797,13,20,"Beef, tongue, whole, canned or pickled","Boeuf, langue, entière, conserve ou mariné",1981-01-01,,,,0.3,267.0,20.3,0.0,19.3,0.0
2798,2798,13,20,"Beef, tongue, potted or deviled","Boeuf, langue de, en pot ou à la diable",1981-01-01,,,,0.7,290.0,23.0,0.0,18.6,0.0
2828,2828,13,23,"Beef, cured, corned beef, outside and eye of round, cooked","Boeuf, salé, ""corned beef"", extérieur et noix de ronde, cuit",1996-01-01,,,,1.48,103.0,2.75,0.0,16.9,0.7
2835,2835,14,0,"Alcohol, beer, light (4% alcohol by volume)","Alcoolisé, bière, légère (4% alcool par volume)",1988-01-01,,14006.0,,1.64,29.0,0.0,0.0,0.24,0.09
2837,2837,14,0,"Alcohol, cocktail, daiquiri (rum), homemade","Alcoolisé, cocktail, daiquiri (rhum), fait maison",1988-01-01,,14010.0,,6.94,186.0,0.06,0.1,0.06,5.58
2838,2838,14,0,"Alcohol, cocktail, pina colada (rum), homemade","Alcoolisé, cocktail, pina colada (rhum), fait maison",1988-01-01,,14017.0,,22.66,174.0,1.88,0.3,0.42,22.33
2841,2841,14,0,"Alcohol, cocktail, whisky sour mix, powder","Alcoolisé, cocktail, whisky sour, mélange, poudre",1988-01-01,,14024.0,,97.3,383.0,0.1,0.0,0.6,97.3
2842,2842,14,0,"Alcohol, cocktail, whisky sour mix, bottled","Alcoolisé, cocktail, whisky sour, mélange, bouteille",1988-01-01,,14028.0,,21.4,87.0,0.1,0.0,0.1,21.4
2843,2843,14,0,"Alcohol, liqueur, crème de menthe (36% alcohol by volume)","Alcoolisé, liqueur, crème de menthe (36% alcool par volume)",1988-01-01,,14034.0,,41.6,371.0,0.3,0.0,0.0,41.6
2844,2844,14,0,"Alcohol, whisky (40% alcohol by volume)","Alcoolisé, whisky (40% alcool par volume)",1988-01-01,,14037.0,,0.0,231.0,0.0,0.0,0.0,0.0
2845,2845,14,0,"Alcohol, rum  (40% alcohol by volume)","Alcoolisé, rhum  (40% alcool par volume)",1988-01-01,,14050.0,,0.0,231.0,0.0,0.0,0.0,0.0
2846,2846,14,0,"Alcohol, vodka (40% alcohol by volume)","Alcoolisé, vodka  (40% alcool par volume)",1988-01-01,,14051.0,,0.0,231.0,0.0,0.0,0.0,0.0
2847,2847,14,0,"Alcohol, whisky (43% alcohol by volume)","Alcoolisé, whisky (43% alcool par volume)",1988-01-01,,14052.0,,0.1,250.0,0.0,0.0,0.0,0.1
2848,2848,14,0,"Alcohol, dessert wine, sweet (18.8% alcohol by volume)","Alcoolisé, vin de dessert, sucré (18,8% alcool par volume)",1988-01-01,,14057.0,,13.69,160.0,0.0,0.0,0.2,7.78
2849,2849,14,0,"Alcohol, table wine, all (11.5% alcohol by volume)","Alcoolisé, vin de table, tous (11,5% alcool par volume)",1988-01-01,,14084.0,,2.72,83.0,0.0,0.0,0.07,0.79
2850,2850,14,0,"Alcohol, table wine, red (11.5% alcohol by volume)","Alcoolisé, vin de table, rouge (11,5% alcool par volume)",1988-01-01,,14096.0,,2.61,85.0,0.0,0.0,0.07,0.62
2851,2851,14,30,"Alcohol, table wine, rosé (11.5% alcohol by volume)","Alcoolisé, vin de table, rosé (11,5% alcool par volume)",1988-01-01,,,,1.4,71.0,0.0,0.0,0.2,
2852,2852,14,0,"Alcohol, table wine, white (11.5% alcohol by volume)","Alcoolisé, vin de table, blanc (11,5% alcool par volume)",1988-01-01,,14106.0,,2.6,82.0,0.0,0.0,0.07,0.96
2853,2853,14,0,"Carbonated drinks, club soda","Boissons gazeuses, soda nature (club soda)",1988-01-01,,14121.0,,0.0,0.0,0.0,0.0,0.0,0.0
2854,2854,14,0,"Carbonated drinks, cream soda","Boissons gazeuses, soda mousse",1988-01-01,,14130.0,,13.3,51.0,0.0,0.0,0.0,13.3
2855,2855,14,0,"Carbonated drinks, ginger ale","Boissons gazeuses, soda au gingembre",1988-01-01,,14136.0,,8.77,34.0,0.0,0.0,0.0,8.7
2856,2856,14,0,"Carbonated drinks, grape soda","Boissons gazeuses, soda au raisin",1988-01-01,,14142.0,,11.2,43.0,0.0,0.0,0.0,
2857,2857,14,0,"Carbonated drinks, lemon-lime soda","Boissons gazeuses, soda au citron et à la lime",1988-01-01,,14145.0,,10.14,40.0,0.02,0.0,0.05,8.98
2858,2858,14,1,"Carbonated drinks, orange soda","Boissons gazeuses, soda à l'orange",1988-01-01,,14150.0,,12.3,48.0,0.0,0.0,0.0,
2859,2859,14,0,"Carbonated drinks, pepper type","Boissons gazeuses, type pepper",1988-01-01,,14153.0,,10.4,41.0,0.1,0.0,0.0,
2860,2860,14,0,"Carbonated drinks, tonic water (quinine)","Boissons gazeuses, soda tonique (quinine)",1988-01-01,,14155.0,,8.8,34.0,0.0,0.0,0.0,8.8
2861,2861,14,0,"Carbonated drinks, root beer","Boissons gazeuses, soda racinette",1988-01-01,,14157.0,,10.6,41.0,0.0,0.0,0.0,10.6
2862,2862,14,0,"Beverage mix, carob flavour, powder","Boisson, mélange à saveur, caroube, poudre",1988-01-01,,14168.0,,93.3,372.0,0.2,8.0,1.8,
2863,2863,14,0,"Beverage mix, carob flavour, powder, with whole milk","Boisson, mélange à saveur, caroube, poudre, avec lait entier ajouté",1988-01-01,,14169.0,,8.68,75.0,3.11,0.4,3.16,5.01
2864,2864,14,30,"Beverage mix, chocolate flavour, powder","Boisson, mélange à saveur, chocolat, poudre",1988-01-01,,14175.0,,90.9,405.0,3.1,4.8,3.3,83.88
2865,2865,14,0,"Beverage mix, chocolate flavour, powder, with whole milk","Boisson, mélange à saveur, chocolat, poudre, avec lait entier",1988-01-01,,14177.0,,11.91,85.0,3.24,0.4,3.23,
2866,2866,19,0,"Chocolate syrup, thin type","Chocolat, sirop, consistance claire",1988-01-01,,14181.0,,65.1,279.0,1.13,2.6,2.1,49.65
2867,2867,1,0,"Chocolate syrup, thin type, whole milk added","Chocolat, sirop, consistance claire, lait entier ajouté",1988-01-01,,14182.0,,12.78,90.0,2.96,0.3,3.07,11.31
2868,2868,14,0,"Juice, tomato clam cocktail, canned","Jus, cocktail de tomate et de palourdes, conserve",1988-01-01,,14187.0,,10.95,48.0,0.2,0.4,0.6,3.31
2869,2869,14,0,"Hot chocolate, mix, powder","Chocolat chaud, mélange sec",1988-01-01,,14192.0,,83.73,398.0,4.0,3.7,6.67,65.55
2871,2871,14,0,"Hot chocolate, mix, powder, prepared with water","Chocolat chaud, mélange sec, préparé avec eau",1988-01-01,,14194.0,,11.54,55.0,0.55,0.5,0.92,9.03
2873,2873,14,0,"Coffee, brewed, prepared with tap water","Café infusé, préparé avec l'eau du robinet",1988-01-01,,14209.0,,0.0,0.0,0.02,0.0,0.12,0.0
2874,2874,14,0,"Coffee, instant, regular, powder","Café instantané, régulier, poudre",1988-01-01,,14214.0,,75.4,353.0,0.5,0.0,12.2,0.0
2875,2875,14,0,"Coffee, instant, regular, powder, water added","Café instantané, ordinaire, poudre, eau ajoutée",1988-01-01,,14215.0,,0.34,2.0,0.0,0.0,0.1,0.0
2876,2876,14,0,"Coffee, instant, decaffeinated, powder","Café instantané, décaféiné, poudre",1988-01-01,,14218.0,,76.0,351.0,0.2,0.0,11.6,0.0
2877,2877,14,0,"Coffee, instant, decaffeinated, powder, water added","Café instantané, décaféiné, poudre, eau ajoutée",1988-01-01,,14219.0,,0.43,2.0,0.0,0.0,0.12,0.0
2878,2878,14,0,"Coffee, instant with chicory, powder","Café instantané avec chicorée, poudre",1988-01-01,,14222.0,,78.9,355.0,0.2,0.5,9.3,
2879,2879,14,0,"Coffee, instant with chicory, powder, water added","Café instantané avec chicorée, poudre, eau ajoutée",1988-01-01,,14223.0,,0.75,3.0,0.0,0.0,0.09,
2880,2880,14,0,"Coffee, instant, with sugar, mocha flavour, powder","Café instantané, avec sucre, saveur moka, poudre",1988-01-01,,14224.0,,74.04,460.0,15.87,1.9,5.29,58.2
2881,2881,14,30,"Coffee, instant, with sugar, cappucino flavour, powder","Café instantané, avec sucre, saveur cappucino, poudre",1988-01-01,,14228.0,,85.94,406.0,5.56,1.2,3.1,69.16
2882,2882,14,30,"Coffee, instant, with sugar, French flavour, powder","Café instantané, avec sucre, saveur Française, poudre",1988-01-01,,14229.0,,65.67,485.0,22.63,0.0,4.5,41.74
2883,2883,14,0,"Coffee substitute, cereal grain beverage, powder","Café, succédané, boisson de céréales, poudre",1988-01-01,,14236.0,,78.42,361.0,2.52,23.3,6.01,4.63
2884,2884,14,0,"Coffee substitute, cereal grain beverage, powder, water added","Café, succédané, boisson de céréales, poudre, eau ajoutée",1988-01-01,,14237.0,,1.3,6.0,0.04,0.4,0.1,0.08
2885,2885,14,0,"Juice drink, cranberry and apricot, bottled","Boisson au jus, canneberges et abricots, bouteille",1988-01-01,,14240.0,,16.2,64.0,0.0,0.1,0.2,
2888,2888,14,0,"Juice drink, citrus fruit, frozen concentrate","Boisson au jus, agrumes, concentré congelé",1988-01-01,,14262.0,,40.2,162.0,0.1,0.2,1.2,28.63
2889,2889,14,0,"Juice drink, citrus fruit,  frozen concentrate, water added","Boisson au jus, agrumes, concentré congelé, eau ajoutée",1988-01-01,,14263.0,,11.42,46.0,0.03,0.1,0.34,8.13
2892,2892,14,0,"Lemonade, white, frozen concentrate","Limonade, blanche, concentré congelé",1988-01-01,,14292.0,,49.89,196.0,0.7,0.3,0.22,44.46
2893,2893,14,0,"Lemonade, white, frozen concentrate, water added","Limonade, blanche, concentré congelé, eau ajoutée",1988-01-01,,14293.0,,10.42,40.0,0.04,0.0,0.07,9.98
2894,2894,14,0,"Limeade, frozen concentrate","Lime, boisson (limeade), concentré congelé",1988-01-01,,14302.0,,62.32,247.0,0.0,0.0,0.0,59.96
2895,2895,14,0,"Limeade, frozen concentrate, water added","Lime, boisson (limeade), concentré congelé, eau ajoutée",1988-01-01,,14303.0,,13.79,52.0,0.0,0.0,0.0,13.27
2896,2896,14,0,"Malted milk, natural flavour, enriched powder","Lait malté, saveur naturelle, enrichi, poudre",1988-01-01,,,,81.2,383.0,2.8,0.6,8.8,
2898,2898,14,0,"Malted milk, natural flavour, powder","Lait malté, saveur naturelle, poudre",1988-01-01,,14311.0,,71.21,428.0,9.52,0.1,14.29,47.62
2899,2899,14,0,"Malted milk, natural flavour, powder, with whole milk","Lait malté, saveur naturelle, poudre, avec lait entier",1988-01-01,,14312.0,,10.23,88.0,3.62,0.1,3.86,9.56
2900,2900,14,0,"Malted milk, chocolate flavour, enriched powder","Lait malté, saveur chocolat, enrichi, poudre",1988-01-01,,,,84.4,358.0,3.4,,4.9,
2902,2902,14,0,"Malted milk, chocolate flavour, powder","Lait malté, saveur chocolat, poudre",1988-01-01,,14317.0,,86.94,411.0,4.76,4.8,5.1,66.67
2903,2903,14,0,"Malted milk, chocolate flavour, powder, milk whole  milk","Lait malté, saveur de chocolat, poudre, avec lait entier",1988-01-01,,14318.0,,11.2,85.0,3.29,0.5,3.37,6.68
2904,2904,14,1,"Juice drink, orange and apricot, canned","Boisson au jus, orange et abricots, conserve",1988-01-01,,14327.0,,12.7,51.0,0.1,0.1,0.3,12.06
2905,2905,14,30,"Milk shake (fast food), chocolate","Lait frappé (restauration-minute), chocolat",1988-01-01,,14346.0,,20.5,127.0,3.7,1.9,3.4,18.6
2906,2906,14,0,"Milk shake (fast food), vanilla","Lait frappé (restauration-minute), vanille",1988-01-01,,14347.0,,19.59,148.0,6.52,0.9,3.37,13.63
2907,2907,14,0,"Strawberry flavour mix, powder","Fraises, mélange à saveur, poudre",1988-01-01,,14350.0,,99.1,389.0,0.2,0.0,0.1,95.45
2908,2908,14,0,"Strawberry flavour mix, powder, with whole milk","Fraises, mélange à saveur, poudre, avec lait entier",1988-01-01,,14351.0,,12.3,88.0,3.1,0.0,3.0,
2909,2909,14,0,"Tea, brewed",Thé infusé,1988-01-01,,14355.0,,0.3,1.0,0.0,0.0,0.0,0.0
2910,2910,14,0,"Tea, instant, unsweetened, powder","Thé instantané, non sucré, poudre",1988-01-01,,14366.0,,58.66,316.0,0.0,8.5,20.21,5.53
2911,2911,14,0,"Tea, instant, unsweetened, powder, water added","Thé instantané, non sucré, poudre, eau ajoutée",1988-01-01,,14367.0,,0.17,1.0,0.0,0.0,0.06,0.02
2912,2912,14,0,"Tea, instant, unsweetened, lemon flavour, powder","Thé instantané, non sucré, saveur de citron, poudre",1988-01-01,,14368.0,,78.52,346.0,0.18,5.0,7.4,4.52
2914,2914,14,0,"Tea, instant, sweetened, lemon flavour, powder","Thé instantané, sucré, saveur de citron, poudre",1988-01-01,,14370.0,,98.55,401.0,0.73,0.7,0.12,95.29
2915,2915,14,0,"Tea, instant, sweetened, lemon flavour, powder, water added","Thé instantané, sucré, saveur de citron, poudre, eau ajoutée",1988-01-01,,14371.0,,8.61,35.0,0.06,0.1,0.01,8.33
2916,2916,14,0,"Tea, brewed, herb",Tisane infusée,1988-01-01,,14381.0,,0.2,1.0,0.0,0.0,0.0,0.0
2918,2918,14,0,"Water, mineral, carbonated, bottled","Eau minérale, gazéifiée, bouteille",1988-01-01,,14075.0,,0.0,0.0,0.0,0.0,0.0,0.0
2919,2919,14,0,"Water, mineral, ""POLAND SPRINGS"", bottled","Eau de source, ""POLAND SPRINGS"", bouteille",1988-01-01,,14385.0,,0.0,0.0,0.0,0.0,0.0,0.0
2920,2920,14,0,"Carbonated drinks, cola, fast-food cola","Boissons gazeuses, cola, restaurant-minute",1988-01-01,,14400.0,,9.56,37.0,0.02,0.0,0.07,8.97
2921,2921,14,0,"Juice drink, fruit punch, frozen concentrate","Boisson au jus, punch aux fruits, concentré congelé",1988-01-01,,14405.0,,43.1,175.0,0.7,0.2,0.3,
2922,2922,14,0,"Juice drink, fruit punch, frozen concentrate, water added","Boisson au jus, punch aux fruits, concentré congelé, eau ajoutée",1988-01-01,,14406.0,,11.4,42.0,0.17,0.0,0.07,11.4
2924,2924,14,0,"Alcohol, liqueur, coffee (26.5% alcohol by volume)","Alcoolisé, liqueur, café (26,5% alcool par volume)",1988-01-01,,14414.0,,46.8,336.0,0.3,0.0,0.1,38.3
2925,2925,14,0,"Alcohol, liqueur, coffee and cream (17% alcohol by volume)","Alcoolisé, liqueur, café et crème (17% alcool par volume)",1988-01-01,,14415.0,,20.9,327.0,15.7,0.0,2.8,19.76
2926,2926,14,1,"Carbonated drinks, cola with aspartame","Boissons gazeuses, cola avec aspartame",1988-01-01,,14416.0,,0.29,2.0,0.03,0.0,0.11,0.0
2928,2928,14,30,"Coffee, instant, sweetened, cappucino flavour, powder, water added","Café instantané, sucré, saveur cappucino, poudre, eau ajoutée",1988-01-01,,,,5.6,32.0,1.1,0.0,0.2,3.7
2929,2929,14,30,"Coffee, instant, sweetened, French flavour, powder, water added","Café instantané, sucré, saveur française, poudre, eau ajoutée",1988-01-01,,,,3.5,30.0,1.8,0.0,0.3,
2930,2930,14,30,"Coffee, instant, sweetened, mocha flavour, powder, water added","Café instantané, sucré, saveur moka, poudre, eau ajoutée",1988-01-01,,,,4.5,27.0,1.0,0.1,0.3,
2931,2931,14,0,"Coffee substitute, cereal grain beverage, powder, with whole milk","Café, succédané, boisson de céréales, poudre, avec lait entier",1988-01-01,,14421.0,,5.6,65.0,3.3,0.1,3.3,
2932,2932,14,0,"Milk shake (fast food), strawberry","Lait frappé (restauration-minute), fraise",1988-01-01,,14428.0,,18.9,113.0,2.8,0.4,3.4,
2933,2933,14,0,"Water, municipal",Eau municipale,1988-01-01,,14429.0,,0.0,0.0,0.0,0.0,0.0,0.0
2934,2934,14,0,"Alcohol, whisky (47% alcohol by volume)","Alcoolisé, whisky (47% alcool par volume)",1988-01-01,,14532.0,,0.0,275.0,0.0,0.0,0.0,0.0
2935,2935,14,0,"Alcohol, whisky (50% alcohol by volume)","Alcoolisé, whisky (50% alcool par volume)",1988-01-01,,14533.0,,0.0,295.0,0.0,0.0,0.0,0.0
